report_id,date_time,police_beat,street_no,street_dir,street_name,street_type,cross_st_dir,cross_st_name,cross_st_type,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl
170276,1/6/17 21:22,627,4200, ,04TH,AVENUE, , , ,2800,VC,FAIL OR REFUSE TO COMPLY W/ LAWFUL ORDER SIGNAL PEACE OFFICER,0,0,MISDEMEANOR
170268,1/6/17 22:51,824,4500, ,MONTEZUMA,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
170260,1/6/17 23:30,235,18400, ,SAN PASQUAL VALLEY,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,
170274,1/7/17 2:50,115,6400, ,EDMONTON,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
171740,1/7/17 3:05,437,6600, ,CRABTREE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
172683,1/7/17 7:15,522,0, ,FRONT,STREET,W,HARBOR,DRIVE,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170252,1/7/17 7:48,611,3700, ,CAM DEL RIO, , , , ,21658A,VC,LANED ROADWAYS - STRADDLING OR UNSAFE CHANGING,1,0,
170273,1/7/17 8:38,124,8000, ,EL PASEO GRANDE, , , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
170448,1/7/17 11:20,723,3400, ,VIA TONGA, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170352,1/7/17 12:30,621,6600, ,KELLY,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170262,1/7/17 13:02,242,10300, ,CAM RUIZ, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
170239,1/7/17 14:06,113,4400, ,MORAGA,AVENUE, , , ,22517,VC,OPENING AND CLOSING DOORS,1,0,
170785,1/7/17 14:30,723,3100, ,IRIS,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170267,1/7/17 16:30,627,500, ,ROBINSON,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,
170207,1/7/17 16:45,723,3500, ,ROSA LINDA,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170223,1/7/17 17:10,313,7300, ,CLAIREMONT MESA,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
170249,1/7/17 17:47,813,0, ,GRANADA,AVENUE, ,NORTH PARK,WAY,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,
170227,1/7/17 18:00,614,4900, ,NEWPORT,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
170234,1/7/17 19:06,821,4400, ,COLLEGE,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,MISDEMEANOR
170204,1/7/17 19:20,514,600, ,24TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170582,1/7/17 20:07,321,4300, ,ALVARADO CANYON,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170202,1/7/17 20:18,111,7800, ,STALMER,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,MISDEMEANOR
170222,1/7/17 21:00,313,7300, ,CLAIREMONT MESA,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
170281,1/7/17 21:30,524,700, ,F,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170345,1/7/17 22:00,628,1000, ,ALBERTA,PLACE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170544,1/7/17 22:12,123,1600, ,WEST MISSION BAY,DRIVE, , , ,22100A,VC,RIGHT TURNS AT INTERSECTIONS,0,0,
170310,1/8/17 0:00,621,2100, ,BURROUGHS,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170211,1/8/17 0:01,811,3100, ,ADAMS,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170237,1/8/17 0:17,122,2700, ,GARNET,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,2,0,
170303,1/8/17 0:30,446,0, ,47TH,STREET, , IMPERIAL AV,AVENUE,22450,VC,STOP REQUIREMENTS,2,0,
170210,1/8/17 0:35,827,0, ,WIGHTMAN,STREET, ,WINONA,AVENUE,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170516,1/8/17 0:57,621,2500, ,GENESEE,AVENUE, , , ,22107,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170212,1/8/17 2:00,826,4800, ,ORANGE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170245,1/8/17 2:10,517,1100, ,25TH,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,
170336,1/8/17 2:55,821,4900, ,70TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
170208,1/8/17 3:00,712,3500, ,DEAVER,LANE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
170214,1/8/17 3:13,832,4200, ,EL CAJON,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
170469,1/8/17 5:40,438,6000, ,PARKSIDE,AVENUE, , , ,21460A,VC,DRIVING TO LEFT OF DOUBLE SOLID LINES,1,0,MISDEMEANOR
170236,1/8/17 10:10,124,6900, ,LA JOLLA,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,MISDEMEANOR
170306,1/8/17 11:08,436,7200, ,JAMACHA,ROAD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
170290,1/8/17 11:34,116,4100, ,BALBOA,AVENUE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
170263,1/8/17 11:45,233,12300, ,BLACK MTN,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
170238,1/8/17 12:15,116,2900, ,MORENA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
170248,1/8/17 12:28,813,3600, ,NILE,STREET, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,
170288,1/8/17 13:06,934,12400, ,EL CAMINO REAL, , , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,2,0,
170266,1/8/17 13:25,813,3600, ,NILE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
170348,1/8/17 13:42,611,3600, ,SPORTS ARENA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170283,1/8/17 14:55,611,2800, ,WOMBLE,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
170282,1/8/17 15:00,627,3900, ,VERMONT,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170203,1/8/17 15:00,517,1000, ,25TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170244,1/8/17 15:15,512,700,S,30TH,STREET, , , ,21800A,VC,UNCONTROLLED INTERSECTIONYIELD TO FIRST VEHICLE WITHIN,1,0,
170604,1/8/17 15:17,124,3200, ,LA JOLLA VILLAGE,DRIVE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,5,0,
170269,1/8/17 16:30,614,1800, ,EBERS,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
170349,1/8/17 17:55,123,500, ,SEA WORLD,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170226,1/8/17 18:04,613,1500, ,GUIZOT,STREET, , , ,20002(A),VC,HIT AND RUN,0,0,MISDEMEANOR
170312,1/8/17 18:15,311,3600, ,MURPHY CANYON,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170323,1/8/17 18:25,813,4400, ,BOUNDARY,STREET, , , ,21750,VC,OVERTAKE AND PASS TO LEFT,0,0,MISDEMEANOR
170297,1/8/17 21:30,834,4300, ,UNIVERSITY,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,MISDEMEANOR
170480,1/8/17 23:20,524,1000, ,BROADWAY, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,2,0,
171280,1/9/17 0:01,124,3200, ,HOLIDAY,COURT, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
171744,1/9/17 2:10,813,2800, ,EL CAJON,BOULEVARD, , , ,21954A,VC,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,MISDEMEANOR
170304,1/9/17 3:17,712,200, ,WILLOW,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
170508,1/9/17 5:50,243,9900, ,POMERADO,ROAD, , , ,21658A,VC,LANED ROADWAYS - STRADDLING OR UNSAFE CHANGING,1,0,
170286,1/9/17 10:07,934,4600, ,CARMEL MTN,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
171776,1/9/17 10:25,813,4100, ,OHIO,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170379,1/9/17 10:30,311,3200, ,MOBLEY,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170272,1/9/17 11:00,124,300, ,MIDWAY,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170671,1/9/17 11:40,527,2300, ,PACIFIC,HIGHWAY, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
170302,1/9/17 11:46,723,800, ,PICADOR,BOULEVARD, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
170292,1/9/17 12:16,313,8800, ,COMPLEX,DRIVE, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,
170326,1/9/17 13:30,936,13800, ,CARMEL VALLEY,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
170680,1/9/17 14:00,518,2900, ,GRAPE,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
170327,1/9/17 14:33,437,1200, ,BRIARWOOD,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,
170437,1/9/17 16:15,813,0, ,MONROE,AVENUE, ,UTAH,STREET,22450(A),VC,STOP REQUIREMENTS STATE STOP LINE,1,0,
170289,1/9/17 16:23,527,1600, ,PACIFIC,HIGHWAY, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
170733,1/9/17 17:20,321,5900, ,RANCHO MISSION,ROAD, , , ,21954(B),VC,DRIVER CARE ON ROADWAY,2,0,
171175,1/9/17 17:30,313,8400, ,CLAIREMONT, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170287,1/9/17 17:30,934,13400, ,PACIFIC HIGHLANDS,PARKWAY, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,
171174,1/9/17 18:30,122,2700, ,GARNET,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170397,1/9/17 22:00,613,4600, ,WEST POINT LOMA,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170322,1/9/17 23:20,837,1400, ,CACTUS RIDGE,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170405,1/10/17 0:01,512,2800, ,COMMERCIAL,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170309,1/10/17 0:01,321,6500, ,REFLECTION,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170545,1/10/17 1:16,839,3800, ,36TH,STREET, , , ,22515B,VC,LEAVING BRAKES OFF ON UNATTENDED AUTOMOBILE,1,0,
170569,1/10/17 4:49,521,1600, ,IMPERIAL,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
170506,1/10/17 5:14,613,4600, ,WEST POINT LOMA,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
170369,1/10/17 7:43,813,2800, ,REDWOOD,STREET, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,
170351,1/10/17 11:47,234,16700, ,BERNARDO CENTER,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170325,1/10/17 11:47,934,5900, ,VILLAGE,WAY, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
170613,1/10/17 13:06,713,2000, ,BRITANNIA,BOULEVARD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
170493,1/10/17 13:14,512,3200, ,OCEAN VIEW,BOULEVARD, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,2,0,
170328,1/10/17 13:18,451,2900, ,54TH,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
170344,1/10/17 13:25,451,1600, ,EUCLID,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170511,1/10/17 16:00,451,6500, ,COLLEGE GROVE,DRIVE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,
170308,1/10/17 16:10,621,2500, ,GENESEE,AVENUE, , , ,215(A),PC,CARJACKING,0,0,MISDEMEANOR
170385,1/10/17 16:27,931,10100, ,CARROLL CANYON,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
170384,1/10/17 17:43,931,6000, ,MIRAMAR,ROAD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,2,0,MISDEMEANOR
170332,1/10/17 18:04,627,3800, ,10TH,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,0,0,
170331,1/10/17 18:11,241,10000, ,MIRAMAR,WAY, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
170311,1/10/17 18:51,126,10600, ,SCIENCE CENTER,DRIVE, , , ,21952,VC,RIGHT OF WAY ON SIDEWALK,1,0,MISDEMEANOR
170330,1/10/17 19:25,111,5600, ,CLAIREMONT MESA,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,
170459,1/10/17 20:50,521,0, ,16TH,STREET, ,G,STREET,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
170334,1/10/17 20:56,611,3200, ,MIDWAY,DRIVE, , , ,21950B,VC,PEDESTRIAN NOT TO SUDDENLY ENTER PATH ETC,1,0,
170342,1/10/17 22:00,122,4500, ,BAYARD,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170329,1/10/17 22:29,323,6700, ,DEL CERRO,BOULEVARD, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
170409,1/11/17 0:01,623,500, ,HOTEL,CIRCLE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
172430,1/11/17 2:15,523,300, ,05TH,AVENUE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
170362,1/11/17 6:59,312,5000, ,SANTO,ROAD, , , ,21955,VC,CROSSING BETWEEN CONTROLLED INTERSECTIONS,1,0,
170358,1/11/17 7:57,531,3100, ,06TH,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
170436,1/11/17 8:20,521,1500, ,E,STREET, , , ,22100A,VC,RIGHT TURNS AT INTERSECTIONS,1,0,
170764,1/11/17 9:37,315,7700, ,FRIARS,ROAD, , , ,21451A,VC,VEHICULAR TRAFFIC GREEN LIGHT,1,0,
170387,1/11/17 10:30,521,1200, ,17TH,STREET, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,0,0,
170492,1/11/17 11:33,831,4600, ,ORANGE,AVENUE, , , ,21804,VC,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,1,0,
171562,1/11/17 11:48,233,9300, ,TWIN TRAILS,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,3,0,
170527,1/11/17 12:30,234,12200, ,SAUCILLO, , , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,MISDEMEANOR
170457,1/11/17 12:30,821,6900, ,EL CAJON,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170355,1/11/17 12:34,122,4200, ,INGRAHAM,STREET, , , ,21703,VC,FOLLOWING TOO CLOSELY,2,0,
170483,1/11/17 12:45,451,1600, ,EUCLID,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
171181,1/11/17 13:46,324,8600, ,LAKE MURRAY,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170377,1/11/17 14:25,511,0,S,26TH,STREET, ,NATIONAL,AVENUE,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
170363,1/11/17 14:54,627,400, ,BROOKES,AVENUE, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,
170354,1/11/17 15:10,122,1000, ,LAW,STREET, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,
170365,1/11/17 15:15,246,10900, ,SCRIPPS POWAY,PARKWAY, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
170356,1/11/17 15:25,836,2800, ,46TH,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,
170353,1/11/17 16:02,242,8300, ,WESTMORE,ROAD, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,4,0,MISDEMEANOR
170367,1/11/17 17:00,242,8900, ,MIRA MESA,BOULEVARD, , , ,21703,VC,FOLLOWING TOO CLOSELY,4,0,
170366,1/11/17 17:55,234,17400, ,BERNARDO CENTER,DRIVE, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,
170361,1/11/17 18:21,313,5800, ,COPLEY,DRIVE, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,
170364,1/11/17 18:54,242,9200, ,MIRA MESA,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,1,0,
170425,1/11/17 20:23,622,900, ,MORENA,BOULEVARD, , , ,23153,VC,DRIVING UNDER THE INFLUENCE W/ INJURY,1,0,
171631,1/11/17 21:00,622,1300, ,GOSHEN,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170599,1/11/17 21:07,723,700, ,PICCARD,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,
170359,1/11/17 23:03,115,9100, ,LA JOLLA VILLAGE,DRIVE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
170340,1/11/17 23:13,122,800, ,EMERALD,STREET, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
170347,1/11/17 23:34,111,4300, ,GENESEE,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170463,1/12/17 1:00,234,12800, ,LUNADA,PLACE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
180665,1/12/17 8:07,326,5200, ,COLLEGE,AVENUE, , , ,21801A,VC,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,
170484,1/12/17 8:21,432,5200, ,IMPERIAL,AVENUE, , , ,21950B,VC,PEDESTRIAN NOT TO SUDDENLY ENTER PATH ETC,1,0,
170889,1/12/17 10:28,242,10700, ,WESTVIEW,PARKWAY, , , ,23152(F),VC,DUI DRUGS,0,0,MISDEMEANOR
170890,1/12/17 10:29,242,10700, ,WESTVIEW,PARKWAY, , , ,23152(F),VC,DUI DRUGS,0,0,MISDEMEANOR
170619,1/12/17 11:55,512,2800, ,NATIONAL,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,
170477,1/12/17 14:08,123,2400, ,WEST MISSION BAY,DRIVE, , , ,21703,VC,FOLLOWING TOO CLOSELY,1,0,
170406,1/12/17 14:08,123,2400, ,WEST MISSION BAY,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
170447,1/12/17 14:15,521,700, ,16TH,STREET, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170378,1/12/17 14:44,315,1200, ,CAM DEL RIO, , , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170380,1/12/17 14:50,313,4400, ,VIEWRIDGE,AVENUE, , , ,21453A,VC,RED OR STOPVEHICLES STOP AT LIMIT LINE,1,0,MISDEMEANOR
170414,1/12/17 16:00,115,8800, ,JUDICIAL,DRIVE, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
170389,1/12/17 16:00,114,4900, ,DUBOIS,DRIVE, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,0,0,MISDEMEANOR
170445,1/12/17 17:07,813,2600, ,EL CAJON,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
171110,1/12/17 17:40,836,4300, ,REDWOOD,STREET, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,MISDEMEANOR
170381,1/12/17 17:55,824,5000, ,MONROE,AVENUE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170474,1/12/17 18:50,723,4200, ,PALM,AVENUE, , , ,21703,VC,FOLLOWING TOO CLOSELY,5,0,
170510,1/12/17 18:55,121,3000, ,MISSION,BOULEVARD, , , ,22350,VC,VIOLATION OF BASIC SPEED LAW SPEED UNSAFE FOR CONDITIONS,0,0,
170526,1/12/17 19:00,524,1200, ,09TH,AVENUE, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170382,1/12/17 23:15,835,4000, ,PEPPER,DRIVE, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,MISDEMEANOR
170429,1/12/17 23:33,624,4100, ,NORMAL,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
170376,1/13/17 0:30,313,4300, ,KEARNY MESA,ROAD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
170443,1/13/17 1:05,122,4000, ,INGRAHAM,STREET, , , ,22107,VC,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,
170412,1/13/17 1:50,611,3300, ,CHANNEL,WAY, , , ,22106,VC,STARTING PARKED VEHICLES OR BACKING,1,0,MISDEMEANOR
170465,1/13/17 6:00,242,10700, ,CAM RUIZ, , , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
171236,1/13/17 6:26,524,600, ,B,STREET, , , ,21950A,VC,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,
170499,1/13/17 7:14,515,600, ,25TH,STREET, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,2,0,
170603,1/13/17 8:50,524,1300, ,10TH,AVENUE, , , ,21802A,VC,ENTRANCE FROM STOP THROUGH HIGHWAYYIELD UNTIL REASONABLY SAFE,1,0,
170395,1/13/17 9:44,614,2900, ,SUNSET CLIFFS,BOULEVARD, , , ,21658A,VC,LANED ROADWAYS - STRADDLING OR UNSAFE CHANGING,0,0,MISDEMEANOR
170407,1/13/17 13:55,611,3100, ,SPORTS ARENA,BOULEVARD, , , ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
